userName,score,at,content
Yuji,1,2022-09-13 16:39:55,Nyusahin woy jaing. Ga becus
Apriansyah Rinaldy,1,2022-09-13 16:15:53,App gblk
kin,1,2022-09-13 12:24:25,😢😢😢😢
Nanda Hari Pratama,1,2022-09-13 09:17:50,"useless, can't even find my barcode in this apps"
muhammad fahruddin,1,2022-09-13 08:49:04,"Apa sih update terbaru dari pertamina mau isi sampai ""sensor"" pertamax harus bayar dulu ? lah mau ngisi harus ngitung2 tank muat berapa liter ? mau gampang malah di bikin ribet !"
Danding Priutomo,1,2022-09-13 08:46:42,Crash mulu setiap upload foto STNK
fuad hadirahmattullah,1,2022-09-13 08:21:26,Terlalu ribet. Jauh lebih nyaman pelayanan spbu sebelah warna kuning
irfan maulana,1,2022-09-13 07:05:29,Aplikasi jelek banget
Indra C Nugraha,1,2022-09-13 00:21:46,"Nomer saya pernah dipake orang dan tembus, padahal OTP hanya lewat sms ke HP saya, kok bisa-bisanya tembus dan terisi data orang. Alangkah busuknya aplikasi ini untuk menaikan rate. Semua jelek..."
bhayu ramadhan,1,2022-09-13 00:15:58,"Ini apps punya BUMN loh, ayolah bug-nya diperbaiki. Gausah sok2an suruh pake aplikasi kalo apps-nya masih eror mulu."
Atho' O Atho',1,2022-09-12 22:31:01,Tidak bisa menghubungkan ke linkaja
Ihsan Husnul,1,2022-09-12 22:00:19,Heran. Ga bisa login. Ga ada action di tap Masuk juga. Payah2
Alex Cai,1,2022-09-12 21:43:18,Pembelian gas online di aplikasi my pertamina kyk nya cuma buat gaya doank...mau transaksi dan hubungi penjual aja gak bisa..😡😡😡😡😡😡
Yusak Kurniawan,1,2022-09-12 18:43:47,"Tidak bisa ngecek kuota subsidi, rawan dipakai orang lain/oknum orang dalam"
ridwan ibnu,1,2022-09-12 18:36:38,ruwet
rahmat adi,1,2022-09-12 16:40:42,Nda bisa registrasi.
Super OpunX,1,2022-09-12 15:04:26,"Kalo mau tepat sasaran tuh dari spbunya yang tegas bukan pake aplikasi ,tar ujung² nya data bocor halaah klasik"
m a d a,1,2022-09-12 14:19:28,"Ga bisa rubah nomor telepon, Bot Nadia ga guna, metode pembayaran menggunakan linkaja ga bisa di rubah."
Ihya M.A.R.S,1,2022-09-12 12:21:41,Aplikasi sampah
Aprilia.bni@gmail.com Simandjuntak,4,2022-09-12 12:10:11,Ok
Gema Yudhanu Callebaut,1,2022-09-11 23:07:17,error terus..udh diisi lengkap padahal..
senggyaudia senggy,1,2022-09-11 21:10:42,Gg bisa masuk ! / can't log in !
Kevin Ho,1,2022-09-11 20:40:59,tidak berguna
Annisa Febri,1,2022-09-11 19:48:06,Susah banget otpnya
frengky pamungkas,1,2022-09-11 19:45:59,Bukan sebuah solusi
dandung 02,1,2022-09-11 19:40:06,"Aplikasi membagongkan verifikasi ga beres ,mau di edit ga bisa"
Rizky Muhamad Asy`ad,1,2022-09-11 19:17:52,SEMOGA TIM DEVELOPER NYA KENA AZAB!
bagus agitya,3,2022-09-11 18:33:01,"Lebih baik lagi user bisa diberikan inputan untuk bisa memasukan km yg ada di spedometer, sehingga bisa keluar rata-rata pemakaian bbm per kilometer.. Semoga kedepannya lebih baik lagi Pertamina..."
ndreandre,1,2022-09-11 18:28:42,IDIOT!
noCTurnal,1,2022-09-11 18:26:22,useless.. when we had a bad signal or low bat.. we cant fill our tank
Fridho Santoso,1,2022-09-11 18:19:21,apakah selamanya politik itu kejam
Atin Kac,1,2022-09-11 18:07:07,Ini game verifikasi?
Hazmanian Garage,1,2022-09-11 15:33:35,"Halo mas mba, itu poin bisa didapat darimana ya? Kok saya sudah isi bensin sampai hampir 100 liter, poin masih 0 aja 😅"
Contardo Ferrini Cokki,1,2022-09-11 14:16:46,"Aplikasi buruk, tidak user friendly, penggunaan sulit karena harus mengisi data terus menerus."
DITO WIRAWAN,1,2022-09-11 13:59:24,ui ux buruk
muhamad iqbeel,1,2022-09-11 12:09:40,Poor
Restiya Utami,1,2022-09-11 11:31:34,Sejauh ini aplikasinya tidak ada gunanya. Saya mau download karena disuruh bapak🙏
Adhi Ari Utomo,1,2022-09-11 11:30:04,Aplikasi yang bakal bikin rakyat tambah susah dan ribet aja..
Ichand Watanabe,1,2022-09-11 10:07:02,Aplikasi gk guna setelah peduli lindungi
Rizky Mulya,1,2022-09-11 09:35:59,Aplikasi penyusah rakyat
LEY Presiden Komodo,1,2022-09-11 08:57:26,You must learn from gojek application for integration
Om Gusti CH,1,2022-09-11 08:48:36,"Kata Jokowi, Negara ini Kebanyakan Aturan... Ruwet.. Ruwet... Ruwet.."
Velma Suganda,1,2022-09-11 07:23:05,"Kalau blm siap u/ pakai apk jgn suruh seluruh indonesia pake donk. Jd bikin ribet aja tp respon cust service aja lama nya minta ampun. 2minggu pelayanan gangguan aja no respon. Mu beli bensin susah amat sih. Duh ampun. Ganti pasword aja 2 hr sampai hr ini ga ada respon. Bnrin dl sistemnya pak, bu. Masa iya ada komplen udh tlp msh hrs email dan direspon 2 minggu. Buat apa ada cust service 135. Ya oloh"
Muhamad Nuryadhi Usman,1,2022-09-10 20:11:55,Jelek
Ivan Dwiputra,1,2022-09-10 18:38:13,Kalo sampe data kami bocor siapa yg tanggungjawab ya #bjorka
Marc Oliver Silas,1,2022-09-10 18:19:20,"the application need to fix cause i cant put my real email, now i cant get my barcode for refill and when i exchanged my car number, my email changed by itself. and also the customer services 0/10 no one helped solve the problem"
Faiq Akbar,1,2022-09-10 17:50:25,"Belum optimal aplikasinya, tolong berbenah dan diuji dengan seksama sebelum nantinya digunakan masyarakat luas"
Kadek Partha Wijaya,1,2022-09-10 17:04:00,Upload foto ktp gak bisa. Padahal ambil foto langsung dari aplikasi. Aplikasi kok malah nyusahin. Kalo bisa tak kasi bintang nol
Peki Hariyanto,1,2022-09-10 16:44:44,"I can't change my email, always error when perform update email."
Kevin Andry R,1,2022-09-10 16:27:12,"aplikasi busuk!! register gagal, login lemot setengah mati. ini maunya apa?"
Venansi Viktaria,1,2022-09-10 15:38:35,"Honestly, I still don't understand why should I download this app when this app can't be used for registering to get the QR code 🥴 I have to register through website that crashes often, then I have to use this app for later use... Such a waste of time 😂"
Harry Widiyantoro (ary.toro),1,2022-09-10 13:41:13,"Setiap upload dokumen, selalu keluar aplikasi.."
Andi Surya Bakti,1,2022-09-10 13:41:10,"Semua menajdi ribet/susah Saat pengisian.harga BBM terlalu Mahal bagi orang yg kurng mampu, untuk kerja sehari"" dengan Cara berjualan keliling.."
novem wijaya,1,2022-09-10 12:45:19,Difficult to register
Malik Games,1,2022-09-10 12:01:23,"Benar2 tidak ada gunanya, hanya digunakan untuk kewajiban ngisi bensin"
Selva Meidantika,1,2022-09-10 12:01:12,"Registrasi more than 20x masih ga berhasil juga. Benerin dulu lah aplikasinya, udah campain buat download app tapi pas dipake kualitas kentang"
Pram Sae,1,2022-09-10 11:42:56,menyusahkan rakyat
Ruli W,5,2022-09-10 11:27:59,Mudah digunakan...interface friendly...ikuti aja petunjuknya dan terutama SABAR...good luck Pertamina
Hangga Bayu Kusuma Jati,1,2022-09-10 11:21:37,"Aplikasi sampah, bahkan pemilik aplikasinya pun gak ada yg menanggapi komentar dari pengguna!"
Sebastian Otniel,1,2022-09-10 11:18:37,"The worst apps ever, aplikasi ampas setiap aplikasi buatan pemerintah pasti ga pernah benar payahh"
Ed Yant,1,2022-09-10 10:35:46,Terlalu banyak butuh perizinan. Segera hapus akun anda sebulum data pribadi anda jatuh ke tangan Bjorka.
Aldino Bayu Rachmat,1,2022-09-10 10:34:16,Ati ati diserang bjorka
Yhonas Pranantyo,1,2022-09-10 09:57:00,ampas
Andhika Gautama,1,2022-09-10 09:52:26,Useless app
Sukri Helmi,1,2022-09-10 09:47:52,"Aje gile, merk Proton gak ada, yg buat apss kurang piknik"
yuyus,1,2022-09-10 09:37:32,"aplikasi sampah, sudah terdaftar di web subsidi tepat, tapi nik tidak terbaca di aplikasi"
Azhom G,1,2022-09-10 08:53:00,"Apa² NIK gile ga kapok²... Lagian kan registrasi SIMCARD kan wajib pake nik KK, kenapa ga cukup pendaftaran melalu no telpon aja sih...!"
Arief Sutanto,1,2022-09-10 07:23:07,Sampai hari ini 10/9/2022. Pom bensin pertamina yg gede di tanah abang. Masih nga bisa isi full tank. Kl pakai my pertamina mesti nga fulll. Lucu lucu aja.
abang kocu siahaan,1,2022-09-10 07:02:38,Ribet
andrianto prasetyo,1,2022-09-10 00:55:46,"Lama nunggu code QR, katanya 7 hari ini udah lebih, kalau nggak sanggup gak usah keneh""."
M. Afif Bakhtiar,1,2022-09-09 23:03:00,aplikasi belum 100% udah di release. dipencet aja banyak yang fail semua fail apa apaan mempersulit rakyat niatnya pengen maju tapi gatau caranya
FAVORIA ACCOUSTIC,1,2022-09-09 22:41:01,"APLIKASI GA BERES DI PAKSAIN WAJIB PAKAI , PEMERINTAH KOK GA BECUS !!!!!"
stefanus okie,1,2022-09-09 21:43:50,aplikasi yg terlalu di paksakan utk membuat yg mudah jadi ribet
Agoeng Soeprijadi,1,2022-09-09 19:02:19,"Kesan pembuatan asal2, informasi tidak up date apalagi sekelas BUMN"
Agus Tinus Luhkan KKP,1,2022-09-09 18:35:53,Aplikasi tolol!!!!!
Hasbullah Daud,5,2022-09-09 17:05:43,excellent perfect
Daniel Cristover,1,2022-09-09 16:59:53,"Low respond for call center, bad information share, the app not unrelated with the website and when they sent an email for verification because the data not same with what they want, we must change the whole data including NIK and password. Think about it."
Blitz Krieg,1,2022-09-09 16:31:18,"Pake data pribadi lengkap banget, apa jaminan data aman? Makin ribettt n mempersulit aja. Kenapa sih gak dibikin simple aja? Bisa kan gak perlu pake aplikasi asal kedisiplinan kinerja lapangan gimana mengaplikasikan kebijakan pemerintah tanpa data2 pribadi?????????????"
Frans Saragi,1,2022-09-09 16:06:38,Crash when opened
Achirul Rachmad,1,2022-09-09 15:19:00,tdk tepat guna.
Alexander Sutanto,3,2022-09-09 15:03:50,"Tolong ketika memasukan pin link aja ketika pembayaran, keyboardnya diubah ke angka jangan keyboard standard. Solusi untuk detail kecil ini akan membuat saya kasih bintang 4"
Handoko Kho,1,2022-09-09 14:56:57,"Sudah registrasi, pass nya dipake login ga bisa, komplain ga di respon,sangat payah"
Mata Elang,1,2022-09-09 13:31:15,Ribet lah....
Syukron,1,2022-09-09 13:26:02,"Ga sesuai kebutuhan user, mempersulit user"
Meini Ching,3,2022-09-09 13:11:55,Tidak bisa edit email. Tolong di update apps nya
Steven Renaldy,2,2022-09-09 12:26:07,"angka plat nomor ga bisa di ubah, live chat ga jelas"
affan Rasyid,1,2022-09-09 11:30:57,"Premium dihapus, subsidi ditarik."
Ryan Widjayana,1,2022-09-09 10:35:45,Plat nomoe didaftar oleh orang tak dikenal. CS 135 tidak nyambung
umar syaifullah,1,2022-09-09 10:04:46,"Udah wajib pakai suruh update2 pula, nyusahin"
Thorieq Ali Tube,1,2022-09-09 09:54:37,nub
Imam Santoso,1,2022-09-09 09:05:07,Daftar gak bisa2
irawan umar,1,2022-09-09 09:02:56,Bagaimana dgn masyarakat yg tdk mmiliki android? Atau kuotanya habis? Atau hp nya tertinggal?
wilman anugrah,3,2022-09-09 08:47:33,Sudah register tapi kok gk bisa masuk ya
NEHEMIA Andereas Agung,1,2022-09-09 07:37:18,OMG NEVER USE OMG
soerep SAKRI Su,1,2022-09-09 05:43:43,"Aplikasi yang membung buang waktu untuk pekerja, kalau belum siap jangan rilis dulu !"
Yockie Krisna Putra,1,2022-09-09 05:28:00,"Ada aja alasan jaringan bermasalah, tpi kl pertamax bisa pak. Om Tante.. mobil saya LCGC yg minum teh tawar.."
Ahmad Fauzi,1,2022-09-09 04:52:42,Garbage
Anggian Fandu,1,2022-09-09 01:37:18,"horrible apps ,multiple fail to receive qr code ."
Trisyanto Widiasmoro,1,2022-09-09 01:36:21,Kalau ada yang RIBET kenapa dibikin MUDAH? Beli PERTALITE pake duit pribadi kok ya riweuh
irvan alwi,1,2022-09-09 01:06:06,"Ada yang lebih ribet, ngapain yang lebih mudah...akal sehat sudah hilang!"
Dediepow,1,2022-09-08 23:33:25,"Pemerintah mending bubar aja, gak ada guna"
Muhammad Maesa,1,2022-09-08 22:04:54,Bikin ribet
Calvin,5,2022-09-08 22:03:20,Gampang dipakai dan dikonek dengan linkaja
thelostboys ata,1,2022-09-08 21:43:35,"Gajelas malah nyusahin wong cilik yg cari makan demi pertalite, ribet bener dah hidup ni"
Yunus Abdullah,1,2022-09-08 21:30:59,"Why this apps should be conneted to Link Aja Apps, Is there no other ways to top up saldo except Link Aja? that it apps forces to access the phone User"
Hidup Baru,5,2022-09-08 21:00:43,MANTAP BETUL
Musa Yin,1,2022-09-08 20:59:29,"Gimana ceritanya Pertamina rugi tiap tahun, jadikan saya dirut maka akan kulambungkan laba Pertamina sampai puncak gunung semeru"
Ipu Ipu,5,2022-09-08 20:38:25,Bagus
Pakde Noeng,1,2022-09-08 20:05:40,Batalkan kenaikan harga BBM
Farazz z,1,2022-09-08 19:26:40,Nyusahin. Uninstall.
Redya Shalahuddin,1,2022-09-08 16:20:45,"Lainnya bakar duit, si ini dibantu sana sini biar naik. Gud lah."
Mawardi Fairiza,1,2022-09-08 16:19:06,"Percuma, SPBU kebanyakan pembayaran tidak bisa menggunakan mypertamina."
martin hakim,1,2022-09-08 14:19:50,Minta data nya apa ngak kelewatan sensitif hanya buat isi bensin?
Ricki The Great,5,2022-09-08 13:16:52,Aplikatif
edo pur,1,2022-09-08 13:01:35,"Aplikasi gak guna, menjebak."
Av-Qy El Fazly,1,2022-09-08 12:39:44,Too complicated
Law Office,5,2022-09-08 11:18:26,Mantap
Madany Mecta,1,2022-09-08 11:13:33,Registrasi lama
Sans Hyu7,1,2022-09-08 09:49:04,"kok buruk gini aplikasinya? mau daftar gk bisa! servernya harus diperbaiki lagi,ditambah kapasitas! masa sekelas pertamina yg banyak duitnya kok gk bisa jalankan aplikasi dengan server yg memadai!"
Satya Dewantara,1,2022-09-08 09:39:08,Gagal daftar
Ari Margono,1,2022-09-08 09:29:27,"Aplikasi yg dipaksakan, kalo gk punya, gk bisa isi bensin."
Äbçéwl ! .,1,2022-09-08 09:27:05,Very bad service 👎🏻
akutuku id,1,2022-09-08 05:41:16,Poor registration
Saint Jiub,2,2022-09-08 03:26:46,"Kocak, subsidi disana cuma buat pajangan ajakah? Kenapa harus diisi dengan minimal 350cc baru di acc, yaa otomatis gagal terus ngisi form. Sekali di acc 350cc pasti ditolak karena dianggap mampu padahal cuma silinder 120cc tapi di kolom malah harus 350cc"
Anez Nez,1,2022-09-08 00:18:30,Susah untuk registrasi..program ora encus
Alfredo,1,2022-09-07 22:28:57,"Worst. Buang2 anggaran negara. Layanan di SPBU juga jelek overall. Gini amat produk pemerintah? Mending ke Shell / Vivvo, beda harga tp worth it."
Ark Knight,1,2022-09-07 21:59:02,Bahaya memainkan hp di spbu
Faisal,1,2022-09-07 21:07:11,sampah
Ricky Wang,1,2022-09-07 20:44:17,Pengguna motor tidak bisa pakai jika beli pertalite?? kenapa harus dibedakan?
Frastica Hasna Amira,1,2022-09-07 20:15:37,"INTEGRATED pake QRIS DONG !!! . Ini dh 2x gagal scan, ditungguin gabisa ke scan. Padahal pake bni dan app lainnya ga ada 2 detik langsung bisa scan qr code."
Hermawan,1,2022-09-07 19:17:15,Nyusahin masyarakat
M Reza,1,2022-09-07 18:57:24,"Cuma bisa pakai linkaja, ga ada opsi lain, perusahan besar gaji pegawainya besar tapi aplikasinya kok kelas rendahan."
Rega Septian,1,2022-09-07 18:44:02,Gak guna
syam akbar putra,1,2022-09-07 18:37:24,"Link ke link aja gagal terus, konfirmasi email lama 14 hr kerja, infonya bisa lebih cepat tp tidak, ubah data email ga bisa."
ar 69,1,2022-09-07 18:15:03,Kalo bisa rate bintang 1/4 neh aplikasi ane rate bintang 1/4 !
Elira Kayla Iqbal,1,2022-09-07 18:03:09,Aplikasi butut
Indra,1,2022-09-07 17:59:04,Ruwet
Aditya Nugrahaa,1,2022-09-07 17:55:22,Aplikasi ga berguna. Beli pertalite suruh daftar pas udah daftar ga di segera di verifikasi. Entah app nya atau adminnya yng busuk. Benci bgt. Ga guna
Fahrul Andrian,1,2022-09-07 17:53:14,"Fak BBM naek terus, era jkw naik 7x"
002_Adrian Alviadi Firmansyah,1,2022-09-07 17:44:01,Sangat tidak efisien untuk pembayaran dan sering gagal pembayaran ditambah staf pertamina yang sangat tidak siap untuk pembayaran non tunai...staf selalu memakan banyak waktu untuk mengambil mengambil edc karena edc tidak standby di setiap pom
Christopher Yefta,1,2022-09-07 17:32:10,"Poor app. Too many bugs, sometimes crashes, and sucks payment method."
Dzikri Maulana Al Mahdi,1,2022-09-07 15:57:14,RIBETIN RAKYAT
You wont even know,1,2022-09-07 14:07:07,"Kode OTP ga pernah diterima. Lain kali, siapin dl wadahnya yg bener2 bagus dan layak, baru ubah sistemnya ya."
Mona,1,2022-09-07 12:17:39,Wasting time
Ahmad Ilan Aprianto,1,2022-09-07 12:09:40,Ribet banget jadi warga wakanda
Gigi,1,2022-09-07 11:53:56,Sulit di operasikan
Nieko Riefat Kamal,1,2022-09-07 09:20:18,"Mau daftar tapi tidak bisa daftar , coba di perbaiki lagi aplikasinya"
Fikry Rachman,1,2022-09-07 08:55:30,"Masuk apps, tapi linknya diarahin ke website. Buat apa?😀"
Miftachul Chandra,1,2022-09-07 08:23:05,Turunkan harga BBM
Febri Rahmadi,4,2022-09-07 07:09:28,Aplikasi yang mempersulit hidup. Memperpanjang antrian di SPBU.
doni wahyudi,2,2022-09-07 06:48:47,Terlalu ribet buat pengguna
Moh Maliki,1,2022-09-07 05:48:07,"saya sdh lama bgt pakai app ini, eh akhir akhir ini kenapa pas di butuhkan buat bayar (dulu dulu ngga kaya gini), masalahnya di saat pembayaran aplikasi tidak bisa finalisasi pembayaran, bukan karena sinyal HP yang lemah ya, tapi aplikasinya yang tidak bisa eksekusi. udah bikin lama antrian, dan malu juga lah. note: saya beli bbm nya non subsidi perta dex dan pertamax."
Calvin Irawan,1,2022-09-07 02:46:53,"Nyusahin banget, ujungnya bbm juga naik"
Arief Rachman,1,2022-09-07 00:24:51,Sebuah kegagalan
ryan arfian,1,2022-09-06 23:06:48,"rak mutu, kurang gawean!!!!"
Agus Fauzi,1,2022-09-06 22:42:17,Bad so very bad
adi agus setiawan,1,2022-09-06 22:34:07,can't update
Gerda Vericke,1,2022-09-06 21:57:33,Tidak berguna
Arthur Pangurian,2,2022-09-06 21:44:24,Useless really.
Dodi yan chandra,5,2022-09-06 20:52:32,Nice apps!
Presma D. Scendi,1,2022-09-06 20:46:23,Raiso dinggo.
Abood Ahmed,1,2022-09-06 20:28:36,pad
rizky ramadhan,1,2022-09-06 20:09:24,Menyusahkan rakyat kecil
August Iskandar,3,2022-09-06 19:40:43,"Sometimes working well, sometimes not. While paying can not wait, so i prefere not to use it anymore"
Dunia Tutorials,1,2022-09-06 19:29:19,Kebijakan tidak jela
Vilo7 Id,1,2022-09-06 19:08:59,apaan ni ajgg
Darusalam Sidik,1,2022-09-06 19:08:34,Sudah Hidup Susah malah ditambah susah
Aryo Dewantoro,1,2022-09-06 18:04:05,🍆💦
Rian Ramadhan,1,2022-09-06 17:53:31,Aplikasi gk guna
septie yan,2,2022-09-06 17:20:51,Ribet
Bathara Duta Arcapada,1,2022-09-06 17:09:47,"Selalu error dan kembali ke menu awal, data tidak ter save, BAD"
Andi Muhammad Ismail,1,2022-09-06 16:54:29,"Bercontoh sama PETRONAS, pertamina mahal, ngerugi, membebani masyarakat"
Raga Istanto,1,2022-09-06 16:23:28,Ribet
Bakri Usman,1,2022-09-06 15:38:12,"Sangat tidak efisien dan buang2 waktu hanya untuk mengisi bensin saja apalagi kalo HP bermasalah atau jaringan bermasalah, ini benar2 ribet"
Faridatul Ilmiyah,1,2022-09-06 15:32:04,Rumit
yosefa Yos,2,2022-09-06 14:24:49,"Seperti aplikasi yang belum siap. Aplikasinya kadang berjalan dengan baik namun kadang tdk, sesuai mood 😅. Jadi takut untuk menggunakan. Metode pembayaran terbatas hanya untuk link aja. Terus maaf ya apa perlu ada fitur jualan merchandise? Kaos tulisan motor gp dan pertamina 350 rb?? 😂 kalau ada yg beli ya syukurlah."
Oka Andri,5,2022-09-06 14:22:48,Saya mau bayar pakai aplikasi malah ditolak spbu dong. 😅
Anto Yasin,1,2022-09-06 14:15:38,Aplikasi Gk Guna 😅
Leo Handry,1,2022-09-06 12:34:57,Verifikasi butuh 2 minggu. Ga sekaligus 1 bulan???
ahmat riyanto,1,2022-09-06 10:12:59,Nyusahin rakyat
Muhammad fajar,1,2022-09-06 10:00:13,Useless
Erik Aditya,1,2022-09-06 09:52:15,"Sangat jauh dari kata ""mempermudah"" masyarakat"
Gasel,1,2022-09-06 09:35:27,"pembayaran cashless ruwet, masa harus link ke app link aja dan di link aja gada opsi autodebit ke bank mayoritas ternyata cuman ada cc BSI sama paylater doang isinya. proyek ngadi² & gak jelas mending anggaranya buat nambahin subsidi BBM."
Tukang Nonton,1,2022-09-06 09:15:21,ribet bangke
eriek yudhistira,1,2022-09-06 09:05:24,woii harga turun woy.. Kemahalan 10rb
Nur Rofik,1,2022-09-06 08:44:40,Admin slow respon
FAUZI HAMZAH,1,2022-09-06 08:31:55,tidak bisa terhubung ke linkaja
Pujangga Lama22,1,2022-09-06 07:02:35,Nyusahin rakyat.. susah minyak di negeri penghasil minyak
Hardi Surya Darmawan,1,2022-09-06 06:38:13,Tidak ramah
musafir jalanan,1,2022-09-06 02:41:17,Lemooot
Aditia Dika,1,2022-09-05 23:51:53,sudah awalnya di paksa download dan daftar . Taunya ga kepakai . Eh harga naik . Isi bensin prosedurnya si operator input Nomor Kendaraan dulu jadi lambat dan ngantri panjang . Tolong lah namanya system tuh dimana mana lebih efektif dan effisien . Ini malah jadi sampah . Ganti aja orang systemnya .
SkyDive,1,2022-09-05 23:11:25,bapuk
Christina Gunawan,1,2022-09-05 22:33:35,Can't login after download. Always crash.
Filomena HCB,1,2022-09-05 22:18:16,Verifikasi linked aja kode nya ga msuk2
Denis Rachmansyah,1,2022-09-05 22:02:29,Sangat merepotkan
HC Amanna,1,2022-09-05 21:43:53,"Harusnya kalo mau liat brcode tinggal klik di icon, ngapain login ktp.. sampah !!!"
Dina Aulia,1,2022-09-05 21:32:26,tidak bisa edit email
Penonton Jaranan,1,2022-09-05 21:21:34,MAAAHAAAAAL...RIBEEEET...REEPOOOOT!.. GOOOBLLOOOO6 JUALAN APLIKASI..NGIBULIN RAKYAT!! DEMI FEE 1000 PERAK DARI LINK AJA ATAU PEMBAYARAN BANK... SAMPAH SEKALI
Priyono Pri,1,2022-09-05 21:05:13,"Bikin ribet aja, aturan di POM bensin ga boleh nyalain handphone"
yudha hermansyah,1,2022-09-05 20:29:00,"Sekarang my pertamina nyusahin. Sy beli Pertamax pake aplikasi harus masukan dlu jml nominal pembelian (500rb). Dulu gk ada model begitu. Pas diisi ternyata pengisian nya cuma senilai 478.910,- Pertanyaan saya, gimana cara pertamina ngendaliin spbu spy tersedia pengembalian uang tunai sy senilai Rp. 21.090,-???? Padahal aplikasi my pertamina dibuat spy bisa bayar sesuai jml pembelian cashless.., hmmmmmm apa nyari ujung ya? Rp.90,- dikali 1 juta transaksi per hari lumayannn juga ya boss..."
Agung Wibowo,2,2022-09-05 19:41:28,Kenapa saya tidak kunjung mendapatkan kode otp via sms saat mendaftar?
02_Aris Syahrul Darmawan,1,2022-09-05 19:16:24,"Tolong buat aplikasi untuk fasilitas umum lebih serius !!! . Sangat disayangkan perusahaan migas (minyak dan gas) raksasa di negeri ini membuat aplikasi yang sulit dimengerti, fitur membingungkan, platform pembayaran sedikit dan jarang digunakan masyarakat pada umumnya, proses pendaftaran subsidi membutuhkan waktu 2 minggu (sangat lama). . Jangan sampai syarat dan Ketentuan pembelian kebutuhan sehari hari terutama bensin malah menghambat produktifitas konsumennya ! Terimakasih"
erik hendrawan,1,2022-09-05 19:13:22,aplikasi jelek
Ikhwan Ridhoni,1,2022-09-05 18:53:07,"BINTANG 1 DULU BOS SOALNYA CUMA BISA BAYAR PAKE LINKAJA, BELUM BISA PAKE YG LAIN."
atha mhm,1,2022-09-05 18:49:43,"many problems that i can't tell about, this app is suck"
Alee Facebook,1,2022-09-05 18:40:01,Aplikasi gak jelas... Menyusahkan saja...
akun pribadi,1,2022-09-05 17:33:32,mulek
angga yuda,1,2022-09-05 17:26:48,rudet
That Purple Helmet Guy,2,2022-09-05 17:15:11,Installed this app from 2017 because they offering a e-voucher that seems competitive but.. it didn't last long. (you guys should add more e-voucher for GAS NOT FOOD. And per 10k by filling gas add 10 or more points so we can claim e-voucher) And why they didn't have their own e-wallet is beyond me. KAI has one.
Rosita Espinosa,1,2022-09-05 17:06:16,So dissapointing
Mikhael Tarigan,1,2022-09-05 15:43:15,Trash
Khoirur Roziqin,5,2022-09-05 14:24:32,Nonsense
Lukas Palintong,1,2022-09-05 14:12:40,"Cara pembayaran di SPBU sangat merepotkan, baik pelanggan maupun petugas SPBU. 4 kali saya mencoba bayar pakai mypertamina, menghabiskan 5-15 menit hanya untuk membayar."
Lani Susanto,1,2022-09-05 14:08:35,Susah buat Daftarny Ga bisa di klik selanjutny
AR bird farm,1,2022-09-05 14:05:40,udh harga naek..masih aja dibikin ribet..apa gunanya pake aplikasi ini klo harga nya naek..plat merah emg aneh
Fahriza Galih Adhitama,5,2022-09-05 13:57:48,Aplikasi bagus sayangnya banyak alasan di SPBU bahwa aplikasi error
Rocky P Krisnapati,5,2022-09-05 13:29:28,"Hmmmm, ribettt"
Viatikara Cab. Bandung,1,2022-09-05 13:25:55,Kurang bersahabat app serba susah
agung paskah,1,2022-09-05 12:52:36,RAKYAT DISURUH HEMAT. TAPI DIRUT NYA NYUAP WAKIL KPK jalan2 ke lombok. . . Macam ga ada dirut yg lebih bagus aja etikanya
Moses Mouses,1,2022-09-05 12:49:54,"Jika bisa di persulit, kenapa di permudah? Wakanda forever"
Orie,4,2022-09-05 12:46:21,Belum ada dukungan di daerah tempat tanggal.
Yabee,1,2022-09-05 12:43:26,"Nomor saya sudah terdaftar atas nama orang disaat saya menggunakannya, tidak hanya saya bahkan keluarga saya juga mengalami hal yang sama, kalau ingin disanjung tolong jangan pakai cara yang tidak baik seperti ini"
Edo RD,1,2022-09-05 12:31:40,The Government is so freaking suck !!!!
Ampyor Tv,1,2022-09-05 12:26:23,ribet
Achmad Mawardi,1,2022-09-05 12:19:45,"Aplikasi jelek ui nya Fungsinya gak jelas. Otp sering gak kekirim Register susah, nopol plat audah digunakan padahal saya baru daftar"
lukman hakim,5,2022-09-05 12:17:23,Nice
Tirta Sungkono,1,2022-09-05 11:38:16,Useless aplication
Lathifa Fitri,1,2022-09-05 11:10:08,"Sudah log in, tapi ga bisa register kendaraan"
agung wardhana,1,2022-09-05 10:51:10,Jelek gak jelas
Muhammad Rizad Syarif Pahlevi,1,2022-09-05 08:37:39,Woyyy..ini gimana ga bisa diketik isi silindernya..mau daftar beli bensin aja susah anjng
Ita Noviani,1,2022-09-05 08:26:18,"If u want to force people to using the app, at least make the app better."
Totok Priyono,1,2022-09-05 08:04:11,"Ni bagaimana, proses registrasi di kolom isi silinder tidak bisa diisi... bikin ribet saja sih beginian.. blom lagi klo pake kendaraan yg bukan milik sndiri, misal rental, bagaimana???"
NKY KUSUMA,1,2022-09-05 07:35:57,can't login..bad app
Frans,5,2022-09-05 06:10:16,Neat
Muhammad Novianta hendra,1,2022-09-05 03:20:19,Untuk jokowi
leanatan watuseke,1,2022-09-05 00:49:51,Ribet
Dewi Fitriani,1,2022-09-05 00:07:47,aplikasi cacat. masak gk bs masukin 3 hurup terakhir no plat
sigit iswahyudi,1,2022-09-04 23:41:46,Server down
